564.293,0,0.0498194322,11.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1178.7,0,0,0,0,87,50.7303654152,39.638422966,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.1927226344,-53.1172652659,18.0392156863,-27.8510404721,2.7199597788,-12.7829659333,3.137254902,2.8359375,2.8359375,-0.0067648888,12.5490196078,22.7546328172,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.64995,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.333,0,0.0497376183,11.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1177.1,0,0,0,0,87,50.7467079163,39.6443595886,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.1804652892,-53.1451629857,18.0392156863,-27.8926914712,2.6696832579,-12.8133249628,3.137254902,2.8326430723,2.8359375,-0.0076859986,12.5490196078,22.715117956,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.65195,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.373,0,0.0494921766,11.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1175.5,0,0,0,0,87,50.6986231392,39.6116938591,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.1682079439,-53.1957921808,18.0392156863,-27.9727895463,2.6194067371,-12.8436839923,3.137254902,2.80859375,2.8359375,-0.0091597743,12.5490196078,22.6756030948,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.65395,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.413,0,0.0494341706,11.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1171.5633484163,0,0,0,0,87,50.6210670471,39.5572509766,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.1251320906,-53.1189969005,18.0392156863,-27.8969221644,2.5691302162,-12.8816327791,3.137254902,2.8077059659,2.8359375,-0.01063355,12.5490196078,22.6360882336,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.65595,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.453,0,0.0492630526,11.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1167.6266968326,0,0,0,0,87,50.6097206802,39.5529123942,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.0820562372,-52.9951335452,18.0392156863,-27.7704765279,2.5188536953,-12.902878938,3.137254902,2.798828125,2.8359375,-0.0121073258,12.5490196078,22.5965733724,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.65795,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.493,0,0.0491521191,11.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1163.6900452489,0,0,0,0,87,50.5874061584,39.5442352295,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.0798278848,-52.996370112,18.0392156863,-27.7853670289,2.4685771745,-12.9312071497,3.137254902,2.7961085839,2.8359375,-0.0143179893,12.5490196078,22.5570585112,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.65995,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.533,0,0.0488193184,11.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1159.7533936652,0,0,0,0,87,50.5554811719,39.5247279576,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.0775995323,-52.9984310567,18.0392156863,-27.8101845304,2.4183006536,-12.9595353615,3.137254902,2.77734375,2.8359375,-0.013323663,12.5490196078,22.51754365,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.66195,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.573,0,0.0488148861,11.4347826087,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1153.75,0,0,0,0,87,50.4794692993,39.4759597778,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.0493990569,-53.0268172281,18.0392156863,-27.8559237855,2.3529411765,-12.9878635732,3.137254902,2.7757523148,2.830078125,-0.0113350104,12.5490196078,22.4780287888,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.66395,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.613,0,0.0487992428,11.347826087,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1152.4280660377,0,0,0,0,87,50.4576454163,39.4593958855,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.0211985815,-53.0741275138,18.0392156863,-27.9321558772,2.3529411765,-13.023273838,3.137254902,2.765625,2.7890625,-0.0093463577,12.5490196078,22.4385139276,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.66595,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.653,0,0.0486970671,11.2608695652,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1149.6450471698,0,0,0,0,87,50.4212722778,39.4317893982,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.0177280352,-53.0860289416,18.0392156863,-27.9420154525,2.3529411765,-13.0638539084,3.137254902,2.7651367188,2.7796498494,-0.007357705,12.5490196078,22.3693629205,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.66795,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.693,0,0.0483956486,11.1739130435,-3.125,1.9999694824,0.8499755859,3.9036754474,OL - Accel/Decel,0,-2.34375,1.9999694824,1146.8620283019,0,0,0,0,87,50.4066513641,39.4213867188,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.0142574888,-53.1074515117,18.0392156863,-27.959762688,2.3529411765,-13.1179606691,3.137254902,2.76171875,2.7109375,-0.0035295486,12.5490196078,22.3502438069,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.66995,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.733,0,0.0483757277,11.0869565217,-3.125,1.9999694824,0.8499755859,3.8789881719,OL - Accel/Decel,0,-2.34375,1.9999694824,1144.079009434,0,0,0,0,87,50.3827705383,39.4040489197,0,0,0,53.5189274981,12.9411764706,0,0,0,0,0,40.0051555694,-53.1294647847,18.0392156863,-27.9948029674,2.3529411765,-13.1720674298,3.137254902,2.7595750762,2.7143554688,-0.0036930885,12.5490196078,22.2737673525,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.67195,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.773,0,0.0483188108,11,-3.125,1.9999694824,0.8499755859,3.8543008963,OL - Accel/Decel,0,-2.34375,1.9999694824,1139,0,0,0,0,87,50.3471933365,39.3841190338,0,0,0,53.5321127475,12.9411764706,0,0,0,0,0,39.99605365,-53.171798002,18.0392156863,-28.0621881202,2.3529411765,-13.2261741904,3.137254902,2.744140625,2.75,-0.0058736202,12.5490196078,22.1972908981,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.67395,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.813,0,0.0481794717,11,-3.125,1.9999694824,0.8499755859,3.8296136208,OL - Accel/Decel,0,-2.34375,1.9999694824,1138.5603864734,0,0,0,0,87,50.2909584045,39.3509025574,0,0,0,53.5848537453,12.9411764706,0,0,0,0,0,39.9519325531,-53.2350180197,18.0392156863,-28.1301432826,2.3529411765,-13.2938076413,3.137254902,2.7421374199,2.7471590909,-0.0080541519,12.5490196078,22.1208144436,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.67595,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.853,0,0.0477684215,11,-3.125,1.9999694824,0.8499755859,3.8049263452,OL - Accel/Decel,0,-2.34375,1.9999694824,1136.0483091787,0,0,0,0,87,50.2566225388,39.3293822152,0,0,0,53.6375947431,12.9411764706,0,0,0,0,0,39.9078114561,-53.3424920498,18.0392156863,-28.2456670587,2.3529411765,-13.2779344285,3.137254902,2.724609375,2.71875,-0.0102346836,12.5490196078,22.0443379892,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.67795,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.893,0,0.0477293899,11,-3.125,1.9999694824,0.8499755859,3.7709813413,OL - Accel/Decel,0,-2.34375,1.9999694824,1133.5362318841,0,0,0,0,87,50.196811676,39.2906455994,0,0,0,53.6903357409,12.9411764706,0,0,0,0,0,39.8813877541,-53.2578228814,18.0392156863,-28.1887373693,2.3529411765,-13.2567701447,3.137254902,2.72265625,2.71875,-0.0124152153,12.5490196078,21.9678615348,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.67995,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.933,0,0.0476178713,11,-3.125,1.9999694824,0.8499755859,3.785200728,OL - Accel/Decel,0,-2.34375,1.9999694824,1131.0241545894,0,0,0,0,87,50.1665994771,39.267986398,0,0,0,53.7430767387,12.9411764706,0,0,0,0,0,39.8549640522,-53.114761183,18.0392156863,-28.0905827323,2.3529411765,-13.235605861,3.137254902,2.708984375,2.71875,-0.014595747,12.5490196078,21.8913850804,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
564.973,0,0.0474838289,11,-3.125,1.9999694824,0.8499755859,3.8079517466,OL - Accel/Decel,0,-2.34375,1.9999694824,1128.5120772947,0,0,0,0,87,50.1096611023,39.2244110107,0,0,0,53.7958177364,12.9411764706,0,0,0,0,0,39.832420272,-53.0901304412,18.0278488207,-28.0530130478,2.3529411765,-13.2144415772,3.137254902,2.7060546875,2.71875,-0.0138596012,12.5490196078,21.8149086259,25,In Gear Limit Overspeed,82.4,No Limit Active,100.625,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
565.013,0,0.0470817015,11,-3.125,1.9999694824,0.8499755859,3.8307027653,OL - Accel/Decel,0,-2.34375,1.9999694824,1126,0,0,0,0,87,50.080378968,39.2050776482,0,0,0,53.8485587342,12.9411764706,0,0,0,0,0,39.8098764917,-53.0504034384,17.9823813583,-27.9903969069,2.3529411765,-13.1879862225,3.137254902,2.685546875,2.71875,-0.0131234555,12.5490196078,21.7384321715,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
565.053,0,0.0471623112,11,-3.125,1.9999694824,0.8499755859,3.8534537839,OL - Accel/Decel,0,-2.34375,1.9999694824,1124.3846153846,0,0,0,0,87,50.0331497192,39.1728553772,0,0,0,53.901299732,12.9411764706,0,0,0,0,0,39.8204105215,-53.012261392,17.936913896,-27.973469226,2.3529411765,-13.1712794877,3.137254902,2.686041337,2.71875,-0.0123873098,12.5490196078,21.6619557171,25,In Gear Limit Overspeed,82.4,No Limit Active,101.975,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
565.093,0,0.0474041402,11,-3.125,1.9999694824,0.8499755859,3.8762048026,OL - Accel/Decel,0,-2.34375,1.9999694824,1122.7692307692,0,0,0,0,87,50.0456366539,39.183614254,0,0,0,53.9540407298,12.9411764706,0,0,0,0,0,39.8309445512,-52.9436057086,17.8914464336,-27.9429994003,2.3529411765,-13.1490038413,3.137254902,2.689453125,2.71875,-0.011651164,12.5490196078,21.5854792626,25,In Gear Limit Overspeed,82.4,No Limit Active,100.4,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
565.133,0,0.0473339232,11,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1121.1538461539,0,0,0,0,87,50.0664482117,39.2015457153,0,0,0,53.9540407298,12.9411764706,0,0,0,0,0,39.8399536225,-52.9676193949,17.8459789713,-27.9531522645,2.3529411765,-13.1267281949,3.137254902,2.6884177334,2.7111280488,-0.0107309818,12.5490196078,21.5090028082,25,In Gear Limit Overspeed,82.4,No Limit Active,100.6195121951,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
565.173,0,0.047123272,11,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1119.5384615385,0,0,0,0,87,50.0473119518,39.1893391609,0,0,0,53.9540407298,12.9411764706,0,0,0,0,0,39.8489626939,-53.0128759575,17.800511509,-27.9726770033,2.3529411765,-13.1044525486,3.137254902,2.681640625,2.65625,-0.0107613802,12.5490196078,21.4325263538,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7647058824,14.3587366458,78.8
565.213,0,0.0470934967,11,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1117.9230769231,0,0,0,0,87,50.0160560608,39.1689949036,0,0,0,53.9540407298,12.9411764706,0,0,0,0,0,39.8400555215,-52.959577467,17.7550440466,-27.9479414471,2.3529411765,-13.0766079906,3.137254902,2.6800380609,2.65625,-0.0108019114,12.5490196078,21.3560498994,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7617268957,14.3587366458,78.8
565.254,0,0.0470041707,11,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1115.5,0,0,0,0,87,49.9931097143,39.1527966999,0,0,0,53.9540407298,12.9411764706,0,0,0,0,0,39.8304803111,-52.8753314658,17.7084398977,-27.9067155202,2.3529411765,-13.0807339528,3.137254902,2.666015625,2.65625,-0.0108434558,12.5490196078,21.2776615336,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7585951404,14.3587366458,78.8
565.307,0,0.046748636,11,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1113.6785714286,0,0,0,0,87,49.9551048279,39.1251029968,0,0,0,53.9540407298,12.9411764706,0,0,0,0,0,39.7747011607,-52.8413659725,17.6470588235,-27.8609048706,2.3529411765,-13.0877880174,3.137254902,2.6607421875,2.646875,-0.0109336376,12.5490196078,21.1266205361,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7545467739,14.3587366458,78.8
565.353,0,0.0464029126,11,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1111.2142857143,0,0,0,0,87,49.8566970825,39.057182312,0,0,0,53.9540407298,12.9411764706,0,0,0,0,0,39.7659389806,-52.8390573811,17.4734811958,-27.8648393619,2.3529411765,-13.0939104131,3.137254902,2.6484375,2.625,-0.0107396841,12.5490196078,21.1062477101,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7510330973,14.3587366458,78.8
565.393,0,0.0465032384,11,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1109.0714285714,0,0,0,0,87,49.8534798622,39.0562825203,0,0,0,53.9540407298,12.9411764706,0,0,0,0,0,39.7396524405,-52.8243663444,17.3191899711,-27.8927742496,2.3529411765,-13.0992342354,3.137254902,2.6491699219,2.63671875,-0.00996387,12.5490196078,21.0655020581,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7479777263,14.3587366458,78.8
565.433,0,0.0466035642,11,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1106.9285714286,0,0,0,0,87,49.8309593201,39.0499839783,0,0,0,53.9910111351,12.9411764706,0,0,0,0,0,39.7360454357,-52.8231612486,17.1648987464,-27.8904716571,2.3529411765,-13.1045580577,3.137254902,2.650390625,2.65625,-0.009188056,12.5490196078,21.0247564062,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7449223554,14.3587366458,78.8
565.473,0,0.0464664269,10.9775,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1104.25,0,0,0,0,87,49.8221774101,39.0449528694,0,0,0,54.0478886817,12.9411764706,0,0,0,0,0,39.7252244212,-52.8136409915,17.0106075217,-27.8702600119,2.3529411765,-13.1067842824,3.137254902,2.6423339844,2.638671875,-0.0084122419,12.5232376688,20.9840107542,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7418669844,14.3587366458,78.8
565.523,0,0.0462950054,10.8525,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1101.4,0,0,0,0,87,49.7607040405,39.0097351074,0,0,0,54.118985615,12.9411764706,0,0,0,0,0,39.6922127303,-52.8130411846,16.8177434908,-27.8779725001,2.3529411765,-13.1095670634,3.137254902,2.62890625,2.609375,-0.0074424744,12.4553904607,20.9330786893,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7380477707,14.3587366458,78.8
565.563,0,0.0460550152,10.7525,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1098.55,0,0,0,0,87,49.7453680038,38.9985074997,0,0,0,54.1758631616,12.9411764706,0,0,0,0,0,39.6371932455,-52.8097695105,16.6634522662,-27.9200406176,2.3529411765,-13.1117932881,3.137254902,2.6279649849,2.609375,-0.0066666603,12.4011126942,20.8923330374,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7349923998,14.3587366458,78.8
565.606,0,0.0460146552,10.645,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1095.48625,0,0,0,0,87,49.6993598938,38.9648246765,0,0,0,54.2370065243,12.9411764706,0,0,0,0,0,39.6388447796,-52.7933604485,16.4705882353,-27.9049343505,2.3529411765,-13.1157448371,3.137254902,2.626953125,2.609375,-0.0084850387,12.3427640953,20.8485314615,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.731707876,14.3587366458,78.8
565.653,0,0.0458066463,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1090,0,0,0,0,87,49.6736447471,38.9468438285,0,0,0,54.3038376415,12.9411764706,0,0,0,0,0,39.6411969646,-52.7534079498,16.4705882353,-27.8674970799,2.3529411765,-13.0872811644,3.137254902,2.603515625,2.609375,-0.0104725686,12.2789877197,20.8006553205,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7281178151,14.3587366458,78.8
565.693,0,0.045740682,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1089.3684210526,0,0,0,0,87,49.6273574829,38.914478302,0,0,0,54.3891539615,12.9411764706,0,0,0,0,0,39.6040465029,-52.697720119,16.4705882353,-27.8138182642,2.3529411765,-13.027357643,3.137254902,2.6021037274,2.609375,-0.0121640834,12.2247099532,20.7599096685,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7250624441,14.3587366458,78.8
565.733,0,0.0455394909,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1086.8421052632,0,0,0,0,87,49.6142866007,38.9079009608,0,0,0,54.3891539615,12.9411764706,0,0,0,0,0,39.5668960413,-52.6079010371,16.4705882353,-27.7243535714,2.3529411765,-12.9674341216,3.137254902,2.591796875,2.609375,-0.0138555982,12.1568627451,20.7191640166,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7220070732,14.3587366458,78.8
565.773,0,0.0454816229,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1084.3157894737,0,0,0,0,87,49.5896530151,38.8952522278,0,0,0,54.3891539615,12.9411764706,0,0,0,0,0,39.5812579416,-52.5339538409,16.4705882353,-27.6699710099,2.3529411765,-12.9075106002,3.137254902,2.5903764205,2.6069078947,-0.0159699917,12.1568627451,20.6784183646,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7189517022,14.3587366458,78.8
565.813,0,0.0452988818,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1081.7894736842,0,0,0,0,87,49.5557579994,38.8758745193,0,0,0,54.3891539615,12.9411764706,0,0,0,0,0,39.5956198418,-52.4131734204,16.4705882353,-27.5793334074,2.3529411765,-12.8026444377,3.137254902,2.576171875,2.578125,-0.0157495499,12.1568627451,20.6376727127,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7158963313,14.3587366458,78.8
565.853,0,0.0452380599,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1078,0,0,0,0,87,49.5021820068,38.8435783386,0,0,0,54.3891539615,12.9411764706,0,0,0,0,0,39.5894398215,-52.3674532688,16.4705882353,-27.5336561545,2.3529411765,-12.7989457103,3.1006047279,2.5751953125,2.578125,-0.0154556274,12.1568627451,20.5969270607,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7128409603,14.3587366458,78.8
565.893,0,0.0450555943,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1076.5416666667,0,0,0,0,87,49.4872993187,38.8319869041,0,0,0,54.3891539615,12.9411764706,0,0,0,0,0,39.5832598011,-52.2878117142,16.4705882353,-27.4499145241,2.3529411765,-12.7841508006,3.0517378291,2.568359375,2.578125,-0.015161705,12.1568627451,20.5561814088,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7097855893,14.3587366458,78.8
565.933,0,0.0450141598,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1073.625,0,0,0,0,87,49.4632949829,38.8126678467,0,0,0,54.3891539615,12.9411764706,0,0,0,0,0,39.558065632,-52.2971849216,16.4705882353,-27.473189464,2.3529411765,-12.7693558909,3.0028709303,2.5657708961,2.578125,-0.0148677826,12.1568627451,20.5052493438,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7067302184,14.3587366458,78.8
565.973,0,0.0448898561,10.5,-3.125,1.9999694824,0.8499755859,3.9160190852,OL - Accel/Decel,0,-2.34375,1.9999694824,1070.7083333333,0,0,0,0,87,49.4301056862,38.7888455391,0,0,0,54.3891539615,12.9411764706,0,0,0,0,0,39.5328714629,-52.3152103203,16.4705882353,-27.5206703413,2.3529411765,-12.7545609812,2.9540040315,2.546875,2.578125,-0.0145003796,12.1568627451,20.4743865363,25,In Gear Limit Overspeed,82.4,No Limit Active,102.2,14.683,No Limit Active,Sport,Torque Control,Torque Control,Alt Full Load,No Limit Active,Decel Fuel Cut,82.4,190.4,190.4,51.7036748474,14.3587366458,78.8
